instruction,input,output
귀농을 생각하고 있는데 주택마련이 쉽지 않습니다. 도움을 받을 수 있는 방법이 있을까요?,"창업, 학원의 설립ㆍ운영 및 과외교습","주택 대지 구입, 주택 신축, 자기 소유 노후 농가주택을 증 개축 하려는 귀농인은 주거마련자금이 부족할 경우 귀농주택 구입자금 지원사업을 이용할 수 있습니다. 이에 대한 문의는 귀농귀촌종합센터(https://www.returnfarm.com:444/) (☎ 1899-9097)에 하실 수 있습니다. ◇ 지원자격 및 요건 ☞ 귀농주택 구입자금 지원사업의 지원을 받고자 하는 사람은 다음의 요건을 모두 갖추어야 합니다. ▪ (이주기한) 농촌지역 전입일부터 만 5년이 지나지 않은 세대주로서 농촌에 실제 거주하면서 농업에 종사하고 있거나 하고자 하는 사람 ▪ (거주기간) 농촌지역 전입일을 기준으로 농촌지역 이주 직전에 1년 이상 지속적으로 농촌 외의 지역에서 거주한 사람 ▪ (교육이수 실적) 농림축산식품부(농림수산식품교육문화정보원 포함), 농촌진흥청, 산림청, 지방자치단체가 주관 또는 위탁하는 교육(농업 귀농귀촌 임업 귀산촌 교육 등)을 100시간 이상 이수한 사람 ◇ 지원내용 ☞ 사업의 지원대상자로 선정이 된 귀농인에게는 단독주택의 연면적 150㎡ 이하 주택구입(대지 포함), 신축(대지 포함) 및 자기 소유 노후 농가주택의 증 개축 자금을 세대당 7,500만원의 범위에서 대출받을 수 있습니다."
귀농주택소유자에게는 일반주택에 대한 양도소득세가 면제된다고 하던데요. 어떤 요건이 있나요?,"창업, 학원의 설립ㆍ운영 및 과외교습",영농의 목적으로 취득한 귀농주택으로서 수도권 밖의 지역 중 읍지역(도시지역안의 지역 제외) 또는 면지역에 소재하는 주택과 그 밖의 일반 주택을 국내에 각각 1개씩 소유하고 있는 1세대가 일반주택을 양도하는 경우에는 국내에 1개의 주택을 소유하고 있는 것으로 보아 양도소득세가 면제됩니다. ◇ 귀농주택의 요건 ☞ 일반주택에 대한 양도소득세가 면제되는 귀농주택은 영농에 종사하고자 하는 사람이 취득했거나 귀농 이전에 취득하여 거주하고 있는 주택으로서 다음 요건을 갖춘 주택을 말합니다. ▪ 취득 당시 주택 및 이에 딸린 토지의 양도 당시 실지거래가액의 합계액이 12억원을 초과하는 고가주택에 해당하지 않을 것 ▪ 대지면적이 660제곱미터 이내일 것 ▪ 영농의 목적으로 취득하는 것일것 ▪ 세대 전원이 이사(부득이한 사유로 세대의 구성원 중 일부가 이사하지 못하는 경우 포함)하여 거주할 것 ◇ 사후관리 ☞ 귀농주택 소유자가 귀농일부터 계속하여 3년 이상 영농에 종사하지 않거나 그 기간 동안 해당 주택에 거주하지 않는 경우 그 양도한 일반주택은 1세대1주택으로 보지 않습니다. ☞ 위 귀농주택 소유자는 3년 이상 영농에 종사하지 않거나 그 기간 동안 해당 주택에 거주하지 않는 사유가 발생한 날이 속하는 달의 말일부터 2개월 내에 다음 계산식에 따라 계산한 금액을 양도소득세로 신고 납부해야 합니다. ※ 납부할 양도소득세 = 일반주택 양도 당시 1세대1주택을 적용하지 않았을 경우 납부하였을 세액 - 일반주택 양도 당시 1세대1주택을 적용받아 납부한 세액
귀농을 했는데 농기계 비용이 예상보다 많이 드네요. 혹시 국가나 지방자치단체 차원에서 이를 지원받을 수 있는 방법은 없나요?,"창업, 학원의 설립ㆍ운영 및 과외교습","귀농인은 국가 및 지방자치단체에서 농기계임대, 농기계 구입에 대한 취득세 감면 등의 지원을 받을 수 있습니다. ◇ 농기계 임대 ☞ 각 지방자치단체별 농기계 임대사업소에서는 농기계 구입이 어려운 농가에 농기계를 임대함으로써 농기계 구입부담을 경감하고 밭농업 기계화율을 제고하고 있습니다. ◇ 농기계 등에 대한 취득세 등 감면 ☞ 농업용(영농을 위한 농산물 등의 운반에 사용하는 경우를 포함)에 직접 사용하기 위한 자동경운기 등 「농업기계화 촉진법」에 따른 농업기계에 대해서는 취득세가 2023년 12월 31일까지 면제됩니다. ☞ 농업용수의 공급을 위한 관정시설(管井施設)에 대해서는 취득세 및 재산세가 각각 2023년 12월 31일까지 면제됩니다. ※ 이에 대한 자세한 사항은 관할 지방자치단체의 농기계 임대사업소에서 확인하실 수 있습니다."
코로나로 인해 농사짓기가 힘드네요. 인력이 필요한데 자금이 부족하고.. 혹시 지원받을 수 있는 방법이 있나요?,"창업, 학원의 설립ㆍ운영 및 과외교습","사고를 당했거나 질병발생 및 통원치료 등으로 영농활동이 곤란한 농업경영체(법인 제외)로 농지 경작면적 5ha 미만인 경영주 및 경영주 외 농업인은 농협으로부터 영농도우미 지원을 받을 수 있습니다. 이에 대한 문의는 거주지 지역농협에 하실 수 있습니다. ◇ 영농도우미 지원요건 ☞ 다음 어느 하나에 해당하는 귀농인은 영농도우미 지원을 받을 수 있습니다. ▪ 사고 또는 질병으로 2주 이상 진단을 받았거나 3일 이상 입원한 경우 ▪ 4대 중증질환[암, 심장질환(고혈압 제외), 뇌혈관질환, 희귀난치성질환] 진단을 받은 사람으로 해당 질환으로 최근 6개월 이내 통원치료를 받은 경우 ▪ 제1∼2급 법정감염병(코로나19 포함) 확진자 또는 접촉한 사람으로 의료기관으로부터 통보를 받아 격리 중인 경우 ▪ ‘농업인 교육과정’에 1일 이상 참여한 여성농업인(전체 지원인원의 5% 이내) ◇ 영농도우미 지원금액 ☞ 영농도우미 지원사업 대상자로 선정된 농가에는 가구당 1일에 1명의 영농도우미가 파견되고, 영농도우미 임금은 국고에서 70%(최대 56,000원/일)가 지원되며, 30%는 이용자가 부담해야 합니다."
"농촌에 거주하는 다문화가정입니다. 일손이 바빠 집안일을 하기 너무 힘든데, 지원받을 수 있는 방법이 있나요?","창업, 학원의 설립ㆍ운영 및 과외교습","농촌에 거주하는 만 65세 이상 가구(독거노인 포함)와 수급자(중위소득 50% 이하), 결혼이민여성(다문화가정), 조손(祖孫)가구, 장애인 가구로 가사 활동이 어려운 가구에 대해서는 농협에서 가사지원 서비스를 제공합니다. 이에 대한 문의는 거주지 지역농협에 하실 수 있습니다. ◇ 지원요건 ☞ 농촌에 거주하는 다음 어느 하나에 해당하는 사람은 행복나눔이(가사서비스) 지원을 받을 수 있습니다. ▪ 만 65세 이상 가구(독거노인 포함) ▪ 수급자(중위소득 50% 이하) ▪ 결혼이민여성(다문화가정) ▪ 조손(祖孫)가구 ▪ 장애인 가구 ◇ 지원금액 ☞ 행복나눔이 지원대상자로 선정된 가구에는 가구당 1일 1명의 행복나눔이가 파견되고, 임금은 국고에서 70%(최대 13,300원/회)가 지원되며, 30%(5,700원/회)는 농협이 지원합니다."
농민도 국민연금보험료를 내야하나요? 국가 지원은 따로 없을까요?,"창업, 학원의 설립ㆍ운영 및 과외교습","국가는 농산물 수입개방 확대에 따른 농업인의 경제적 부담 경감을 위해 국민연금보험료 일부를 지원함으로써 안정적인 노후생활을 도모할 수 있도록 농업인 국민연금보험료 지원사업을 시행하고 있습니다. 농업경영체에 등록하거나 농지원부를 등록한 농업인은 별도의 신청절차 없이 국민연금관리공단에서 지원대상을 파악하여 지원액이 감액된 국민연금보험료 고지서를 발급합니다. 농업인 국민연금보험료 지원 관련 문의는 국민연금공단 홈페이지(https://www.nps.or.kr/) 또는 국민연금콜센터(☎ 국번없이 1355)에 하실 수 있습니다. ◇ 국민연금 지원 대상 ☞ 다음 어느 하나에 해당하는 농업인은 국민연금보험료 지원을 받을 수 있습니다(예외 있음). ▪ 1천제곱미터 이상의 농지(「농어촌정비법」 제98조에 따라 비농업인이 분양받거나 임대받은 농어촌 주택 등에 부속된 농지는 제외)를 경영하거나 경작하는 사람 ▪ 농업경영을 통한 농산물의 연간 판매액이 120만원 이상인 사람 ▪ 1년 중 90일 이상 농업에 종사하는 사람 ▪ 「농어업경영체 육성 및 지원에 관한 법률」 제16조제1항에 따라 설립된 영농조합법인의 농산물 출하 유통 가공 수출활동에 1년 이상 계속하여 고용된 사람 ▪ 「농어업경영체 육성 및 지원에 관한 법률」 제19조제1항에 따라 설립된 농업회사법인의 농산물 유통 가공 판매활동에 1년 이상 계속하여 고용된 사람 ◇ 지원 내용 ☞ 국민연금보험료 지원대상에 해당하는 농업인에게는 본인이 부담할 연금보험료의 1/2를 초과하지 않는 범위에서 최대 46,350원/월(기준소득월액 103만원)이 지원됩니다."
아버지의 대를 이어 농사를 지으려고 하는데요. 영농후계자에게는 어떠한 지원이 있는지 알고싶습니다.,"창업, 학원의 설립ㆍ운영 및 과외교습","국가는 청년후계농을 선발하여 창업자금, 기술 경영 교육과 컨설팅, 농지은행 매입비축 농지 임대 및 농지매매 연계 등을 지원함으로써 젊고 유능한 인재의 농업분야 진출을 촉진하는 선순환체계 구축, 농가 경영주의 고령화 추세 완화 등 농업 인력구조를 개선하는 사업을 시행하고 있습니다. ◇ 청년후계농 신청자격 ☞ 청년후계농 신청하려는 사람은 다음 요건을 모두 갖추어야 합니다. 요건 내용 연령 사업 시행연도 기준 만 18세 이상 만 40세 미만인 사람 영농경력 독립경영 예정자를 포함하여 독립경영 경력이 3년 이하인 사람 병역 병역필 또는 병역면제자 거주지 사업신청을 하는 시 군 광역시에 실제 거주하는 사람(주민등록 포함) ☞ 다만, 위 요건을 모두 갖추었다고 하더라도 사업자등록이 있거나, 회사에 상근직원으로 채용되어 보수를 받거나 일정수준 이상의 재산 및 소득이 있는 경우에는 신청을 할 수 없습니다. ◇ 지원내용 ☞ 청년후계농으로 선발된 사람에게는 독립경영 경력에 따라 독립경영 1년차는 월 110만원, 독립경영 2년차는 월 100만원, 독립경영 3년차는 월 90만원이 영농정착지원금으로 지급됩니다. ☞ 청년후계농으로 선발된 사람에게는 농지지원 및 희망에 따라 후계농업경영인 육성자금 지원, 귀농창업자금 신청 시 우대 등의 혜택이 있습니다. ※ 청년후계농의 선발, 각종 지원내용 등에 대한 문의는 농림축산식품부 콜센터(☎ 1670-0255) 또는 각 시군구의 청년농 육성 담당 부서에 하실 수 있습니다."
임대차계약을 통해 점포를 준비하려고 합니다. 임대차계약서에는 어떤 사항이 들어가야 하나요?,"창업, 학원의 설립ㆍ운영 및 과외교습","임대차계약서에는 거래당사자의 인적 사항, 물건의 표시, 계약일, 거래금액 계약금액 및 그 지급일자 등 지급에 관한 사항, 물건의 인도일시, 권리이전의 내용, 계약의 조건이나 기한이 있는 경우에는 그 조건 또는 기한, 중개대상물확인 설명서 발급일자, 그 밖의 약정내용이 기재되어야 합니다. ◇ 상가건물 임대차 계약 ☞ “상가건물 임대차계약”이란 임대인이 상가건물의 전부나 일부를 임차인에게 사용수익하게 하고, 임차인은 그에 대한 대가로 차임을 지급할 것을 약정하는 계약을 말합니다. ◇ 임대차 계약서 작성 ☞ 임대차계약서에는 다음의 사항이 기재되어야 합니다. ▪ 거래당사자의 인적 사항 ▪ 물건의 표시 ▪ 계약일 ▪ 거래금액 계약금액 및 그 지급일자 등 지급에 관한 사항 ▪ 물건의 인도일시 ▪ 권리이전의 내용 ▪ 계약의 조건이나 기한이 있는 경우에는 그 조건 또는 기한 ▪ 중개대상물확인 설명서 발급일자 ▪ 그 밖의 약정내용"
사업자등록을 신청하려고 합니다. 어떤 서류를 준비해 가야하나요?,"창업, 학원의 설립ㆍ운영 및 과외교습","사업자등록을 하려는 사업자는 사업자의 인적사항, 사업자등록 신청 사유, 사업 개시 연월일 또는 사업장 설치 착수 연월일, 그 밖의 참고 사항을 적은 서류를 준비하여 관할 세무서장이나 그 밖에 신청인의 편의에 따라 선택한 세무서장에게 제출해야 합니다. ◇ 사업자등록 신청 ☞ 사업자는 사업 개시일부터 20일 이내에 사업장 관할 세무서장에게 사업자등록을 신청하여야 합니다. 다만, 신규로 사업을 시작하려는 사람은 사업 개시일 이전이라도 사업자등록을 신청할 수 있습니다. ☞ 사업자등록의 신청을 사업장 관할 세무서장이 아닌 다른 세무서장에게도 할 수 있으며, 이 경우 사업장 관할 세무서장에게 사업자등록을 신청한 것으로 봅니다. ◇ 제출서류 ☞ 사업자등록을 하려는 사업자는 사업장마다 다음의 사항을 적은 사업자등록 신청서를 관할 세무서장이나 그 밖에 신청인의 편의에 따라 선택한 세무서장에게 제출(국세정보통신망에 의한 제출을 포함)해야 합니다. ▪ 사업자의 인적사항 ▪ 사업자등록 신청 사유 ▪ 사업 개시 연월일 또는 사업장 설치 착수 연월일 ▪ 그 밖의 참고 사항"
"오랜 고민 끝에 가게의 상호를 정했습니다. 제가 정한 상호를 다른 가게에서는 사용하지 못하게 하고 싶은데, 방법이 있나요?","창업, 학원의 설립ㆍ운영 및 과외교습","자신의 상호를 법적으로 보호 받고 싶다면, 영업소 소재지를 관할하는 지방법원, 그 지원 또는 등기소에 상호를 등기하면 됩니다. ◇ 상호의 등기 ☞ 등기는 당사자의 신청에 따라 영업소 소재지를 관할하는 법원의 상업등기부에 합니다. ☞ 상호를 등기하려는 사람은 등기 당사자의 영업소 소재지를 관할하는 지방법원, 그 지원 또는 등기소에 상호신설등기 신청서(전자문서로 된 것을 포함)를 제출하면 됩니다. ◇ 상호의 등기의 효력 ☞ 타인이 등기한 상호는 동일한 특별시 광역시 시 군에서 동종 영업의 상호로 등기하지 못합니다. ☞ 동일한 특별시 광역시 시 군에서 동종 영업으로 타인이 등기한 상호를 사용하는 사람은 부정한 목적으로 사용하는 것으로 추정됩니다. ※ 부정한 목적으로 타인의 영업으로 오인할 수 있는 상호를 사용한 경우에는 200만원 이하의 과태료가 부과됩니다."
"가게를 상징하는 도형을 넣어서 간판을 만들고 싶은데, 도형도 간판에 표시할 수 있나요?","창업, 학원의 설립ㆍ운영 및 과외교습","가능합니다. 상품 업소 등을 상징하는 도형 등으로 간판에 표시할 수 있습니다. ◇ 광고물 등의 표시방법 ☞ 광고물의 문자는 원칙적으로 한글맞춤법, 국어의 로마자표기법 및 외래어표기법 등에 맞추어 한글로 표시하여야 하며, 외국문자로 표시할 경우에는 특별한 사유가 없으면 한글과 병기하여야 합니다. ☞ 광고물등은 상품 업소 등을 상징하는 도형 등으로 표시할 수 있습니다. ☞ 광고물등은 보행자 및 차량의 통행 등에 지장이 없도록 표시하여야 하며, 바람이나 충격 등으로 인하여 떨어지거나 넘어지지 않도록 하여야 합니다. ☞ 지면이나 건물, 그 밖의 인공구조물 등에 고정되어야 하며, 이동할 수 있는 간판을 설치해서는 안됩니다. 다만, 입간판의 경우에는 공중에게 위해를 끼치지 않는 범위에서 시 도 조례로 정하는 바에 따라 설치할 수 있습니다. ☞ 한 업소에서 표시할 수 있는 간판의 총수량은 3개(도로의 굽은 지점에 접한 업소이거나 건물의 앞면과 뒷면에 도로를 접한 업소는 4개) 이내의 범위에서 시 도 조례로 정합니다."
무인상점이라 물품 도난이 걱정됩니다. 매장 내에 CCTV를 설치해도 되나요?,"창업, 학원의 설립ㆍ운영 및 과외교습","네, 범죄 예방, 시설의 안전 및 관리, 화재 예방 등을 위하여 CCTV를 설치 운영할 수 있습니다. 다만, CCTV를 운영할 때에는 고객이 쉽게 인식할 수 있도록 안내판을 설치하는 등 필요한 조치를 하여야 합니다. ◇ CCTV 설치 ☞ 범죄 예방, 시설의 안전 및 관리, 화재 예방 등을 위하여 해당 CCTV 설치 운영 장소에 관하여 정당한 권한을 가진 자가 설치 운영하는 경우에는 고정형 영상정보처리기기(이하 ‘CCTV’)를 설치 운영할 수 있습니다. ☞ CCTV 운영자는 설치 목적과 다른 목적으로 CCTV를 임의로 조작하거나 다른 곳을 비춰서는 안되며, 녹음기능은 사용할 수 없습니다. ◇ 안내판 설치 ☞ CCTV를 운영할 때에는 고객이 쉽게 인식할 수 있도록 다음의 사항이 포함된 안내판을 설치하는 등 필요한 조치를 하여야 합니다. ▪ 설치 목적 및 장소 ▪ 촬영 범위 및 시간 ▪ 관리책임자의 연락처 ▪ 그 밖에 「개인정보 보호법 시행령」으로 정하는 사항 <안내판 게재 내용 예시> CCTV 설치 안내 ◈ 설치목적 : 범죄 예방 및 시설안전 ◈ 설치장소 : 출입구의 벽면/천장, 엘리베이터/각 층의 천장 ◈ 촬영범위 : 출입구, 엘리베이터 및 각 층 복도(360°회전) ◈ 촬영시간 : 24시간 연속 촬영 ◈ 관리책임자 : 00OO과 홍길동 (02-OOO-OOOO) (설치‧운영을 위탁한 경우) ◈ 수탁관리자 : 0000업체 박길동 (02-OOO-OOOO) ※ 안내판에 CCTV 그림을 표시하여 고객이 쉽게 인식할 수 있도록 하는 것이 바람직합니다. ☞ 건물 안에 여러 개의 CCTV를 설치하는 경우에는 출입구 등 잘 보이는 곳에 해당 시설 또는 장소 전체가 CCTV 설치지역임을 표시하는 안내판을 설치할 수 있습니다. ◇ 개인영상정보의 안전성 확보를 위한 조치 ☞ 개인영상정보가 분실 도난 유출 변조 또는 훼손되지..."
"가맹계약을 통해 가게를 운영 중입니다. 판매하고 있는 상품을 다른 상품으로 변경하고 싶은데, 가맹본부와 미리 협의해야 하나요?","창업, 학원의 설립ㆍ운영 및 과외교습","네, 가맹점사업자는 취급하는 상품을 변경하는 경우 가맹본부와 사전 협의해야 합니다. ◇ 가맹사업자 준수사항 ☞ 가맹점사업자는 다음의 사항을 준수합니다. ▪ 가맹사업의 통일성 및 가맹본부의 명성을 유지하기 위한 노력 ▪ 가맹본부의 공급계획과 소비자의 수요충족에 필요한 적정한 재고유지 및 상품진열 ▪ 가맹본부가 상품 또는 용역에 대하여 제시하는 적절한 품질기준의 준수 ▪ 가맹본부가 제시하는 품질기준의 상품 또는 용역을 구입하지 못하는 경우 가맹본부가 제공하는 상품 또는 용역의 사용 ▪ 가맹본부가 사업장의 설비와 외관, 운송수단에 대하여 제시하는 적절한 기준의 준수 ▪ 취급하는 상품 용역이나 영업활동을 변경하는 경우 가맹본부와의 사전 협의 ▪ 상품 및 용역의 구입과 판매에 관한 회계장부 등 가맹본부의 통일적 사업경영 및 판매전략의 수립에 필요한 자료의 유지와 제공 ▪ 가맹점사업자의 업무현황 및 가맹본부에 제공하는 자료의 확인과 기록을 위한 가맹본부의 임직원 그 밖의 대리인의 사업장 출입허용 ▪ 가맹본부의 동의를 얻지 아니한 경우 사업장의 위치변경 또는 가맹점운영권의 양도 금지 ▪ 가맹계약기간중 가맹본부와 동일한 업종을 영위하는 행위의 금지 ▪ 가맹본부의 영업기술이나 영업비밀의 누설 금지 ▪ 영업표지에 대한 제3자의 침해사실을 인지하는 경우 가맹본부에 대한 영업표지침해사실의 통보와 금지조치에 필요한 적절한 협력"
"가맹계약 체결을 하고 무인상점을 운영 중입니다. 2개월 후에 가맹계약기간이 만료되는데, 가맹본부에서 아무런 얘기도 없습니다. 계약이 종료되는 건가요?","창업, 학원의 설립ㆍ운영 및 과외교습","계약이 종료되지 않습니다. 가맹본부가 거절 통지를 하지 않거나 가맹계약기간 만료 전 180일부터 90일까지 사이에 가맹점사업자에게 조건의 변경에 대한 통지나 가맹계약을 갱신하지 않는다는 사실의 통지를 서면으로 하지 않는 경우에는 계약 만료 전의 가맹계약과 같은 조건으로 다시 가맹계약을 체결한 것으로 봅니다. ◇ 가맹계약의 묵시적 갱신 ☞ 가맹본부가 거절 통지를 하지 않거나 가맹계약기간 만료 전 180일부터 90일까지 사이에 가맹점사업자에게 조건의 변경에 대한 통지나 가맹계약을 갱신하지 않는다는 사실의 통지를 서면으로 하지 않는 경우에는 계약 만료 전의 가맹계약과 같은 조건으로 다시 가맹계약을 체결한 것으로 봅니다. ☞ 다만, 가맹점사업자가 계약이 만료되는 날부터 60일 전까지 이의를 제기하거나 가맹본부나 가맹점사업자에게 천재지변이나 부득이한 사유가 있는 경우에는 그렇지 않습니다."
제 상점에서 구매한 과자의 포장이 뜯어져 있어 손님이 환불을 원합니다. 법적으로 정해진 환급금액의 기준이 따로 있나요?,"창업, 학원의 설립ㆍ운영 및 과외교습","환급금액은 거래 시 교부된 영수증 등에 적힌 물품 등의 가격을 기준으로 합니다. 다만, 영수증 등에 적힌 가격에 대해 다툼이 있는 경우에는 영수증 등에 적힌 금액과 다른 금액을 기준으로 하려는 사람이 그 다른 금액이 실제 거래가격임을 입증해야 합니다. ◇ 일반적 소비자분쟁해결기준 ☞ 일반적 소비자분쟁해결기준은 분쟁해결의 일반적 원칙을 정한 기준으로, 사업자는 물품등의 하자 채무불이행 등으로 인한 소비자의 피해에 대하여 일반적 분쟁해결 기준에 따라 수리 교환 환급 또는 배상을 하거나 계약의 해제 해지 및 이행 등을 하여야 합니다. ▪ (환급 기준) 환급금액은 거래 시 교부된 영수증 등에 적힌 물품 등의 가격을 기준으로 합니다. 다만, 영수증 등에 적힌 가격에 대해 다툼이 있는 경우에는 영수증 등에 적힌 금액과 다른 금액을 기준으로 하려는 사람이 그 다른 금액이 실제 거래가격임을 입증해야 합니다. 한편, 영수증이 없는 등의 사유로 실제 거래가격을 입증할 수 없는 경우에는 그 지역에서 거래되는 통상적인 가격을 환급기준으로 합니다."
무인상점에서 다른 사람이 두고 간 신용카드를 주워 결제를 하면 어떤 처벌을 받게 되나요?,"창업, 학원의 설립ㆍ운영 및 과외교습","분실하거나 도난당한 신용카드를 사용한 사람은 7년 이하의 징역 또는 5천만원 이하의 벌금에 처해질 수 있습니다. ◇ 분실 및 도난 카드 부정사용 ☞ 다른 사람이 키오스크 결제 후에 두고 간 신용카드를 사용하거나, 다른 사람의 동의 없이 다른 사람의 신용카드로 키오스크 결제를 하는 경우, 다음과 같이 처벌 받을 수 있습니다. ▪ 키오스크에 허위의 정보 또는 부정한 명령을 입력하거나 권한 없이 정보를 입력 변경하여 정보처리를 하게 함으로써 재산상의 이익을 취득하거나 제3자로 하여금 취득하게 한 사람은 10년 이하의 징역 또는 2천만원 이하의 벌금에 처해질 수 있습니다. ▪ 분실하거나 도난당한 신용카드등을 판매하거나 사용한 사람은 7년 이하의 징역 또는 5천만원 이하의 벌금에 처해질 수 있습니다."
사정이 생겨서 무인상점을 폐업하려고 하는데 폐업 신고는 어떻게 해야하나요?,"창업, 학원의 설립ㆍ운영 및 과외교습","사업자등록을 한 사업자는 폐업 시에 지체 없이 사업장 관할 세무서장에게 신고하여야 하며, 폐업신고서에는 사업자의 인적사항, 폐업 연월일과 그 사유, 그 밖의 참고 사항이 포함되어야 합니다. 또한 폐업신고서에는 사업자등록증을 첨부해야합니다. ◇ 사업자 등록에 대한 폐업신고 ☞ 사업자등록을 한 사업자는 휴업 또는 폐업을 하거나 등록사항이 변경되면 지체 없이 사업장 관할 세무서장에게 신고하여야 하며, 폐업(휴업)신고서에는 다음의 사항이 포함되어야 합니다. ▪ 사업자의 인적사항 ▪ 휴업 연월일 또는 폐업 연월일과 그 사유 ▪ 그 밖의 참고 사항 ☞ 폐업신고서에는 사업자등록증을 첨부해야합니다. ☞ 부가가치세 확정신고서에 폐업 연월일과 그 사유를 적고 사업자등록증을 첨부하여 제출하는 경우에는 폐업신고서를 제출한 것으로 봅니다."
수입물품의 원산지표시는 반드시 한글로 해야 하나요?,"무역/출입국, 출입국 검역","수입물품의 원산지 표시는 한글, 한자 또는 영문으로 표시할 수 있습니다. ◇원산지 표시방법 ☞ 수입물품의 원산지는 다음 중 어느 하나에 해당되는 방식으로 한글, 한자 또는 영문으로 표시할 수 있습니다. “원산지: 국명” 또는 “국명 산(産)” “Made in 국명” 또는 “Product of 국명” “Made by 물품 제조자의 회사명, 주소, 국명” 수입물품의 크기가 작아 위의 방식으로 해당 물품의 원산지를 표시할 수 없을 경우에는 국명만 표시 “Brewed in 국명” 또는 “Distilled in 국명” 등 그 밖에 최종구매자가 원산지를 오인할 우려가 없거나 “Assembled in 국명” 등에서의 국명이 원산지와 동일한 경우 물품의 주요 부분품의 원산지가 다른 경우 부분품별 원산지 표시"
신용장 개설절차를 알고 싶어요.,"무역/출입국, 출입국 검역","신용장을 개설하기 위해서는 먼저 외국환은행과 신용장발행계약을 체결하고 담보금을 예치하고 신용장 개설신청을 하면 됩니다. ◇ 신용장 개설절차 ☞ 외국환은행과 신용장발행계약 체결 수입업자는 자신의 요청에 따라 신용장을 발행할 외국환은행(이하 “개설은행”이라 함)과 신용장 발행계약을 체결해야 합니다. ☞ 신용장 개설신청 서류 수입업자는 신용장을 개설하려는 경우 개설은행에 다음 서류 등을 제출해야 합니다. 1. 신용장 발행신청서(각 은행 비치) 2. 신용장거래약정서 또는 외환거래약정서(각 은행 비치) 3. 보험증권 또는 보험증명서[운임 보험료포함조건(CIF), 운송비 보험료지급인도조건(CIP)의 경우 제외] 4. 물품매도확약서(Offer Sheet) 또는 계약서 5. 수입대행계약서(대행 거래에 한함) 6. 인감증명서 7. 담보설정증빙 등 ☞ 담보금의 예치 수입업자는 신용장 개설에 대한 개설담보금으로 신용장 금액의 50%를 예치해야 합니다. 다만, 그동안 수입업자와 거래은행과의 거래실적 및 수입업자의 신용에 따라 담보금액은 변동될 수 있습니다."
"저는 자그마한 섬유공장을 운영하고 있는데, 한 무역업자가 신용장 양도를 조건으로 저희 제품을 구매해 수출한다고 합니다. 제가 선적까지 하는 조건이고, 무역업자는 중개료 정도만 가진다면서 신용장을 분할 양도한다는데 이것이 가능한가요?","무역/출입국, 출입국 검역","네, 가능합니다. 신용장 양도는 무역거래를 성사시킨 자가 생산업자가 아닌 경우 생산업자가 직접 선적을 하고 은행에 선적서류와 함께 신용장 매입까지 할 수 있도록 하기 위해 만들어진 제도입니다. 다만, 일정한 양도 조건이 있습니다. ◇ 신용장 양도 ☞ 신용장의 양도란 신용장상의 수익자가 권리의 전부 또는 일부를 수익자가 지시하는 제3자에게 양도하는 것으로써 ① 수익자가 생산업자가 아니어서 생산업자로 하여금 직접 선적과 신용장의 매입신청을 하게 하는 경우 또는 ② 무역업등록이 되어 있지 않아 직접 수출입 행위를 할 수 없을 때 무역업등록이 되어 있는 자에게 양도해 주는 경우에 이용됩니다. ☞ 양도 조건으로 1) 신용장에 양도가능신용장(Transferable credit) 및 분할청구가 허용된다는 사실이 기재되어 있어야 하고, 2) 양도가능신용장은 한 번만 양도할 수 있으므로 자신(생산업자)이 제2의 수익자인지 확인해야 하며, 3) 양도가능신용장에 표시된 조건대로 양도가 이루어져야 하므로 신용장에 어떤 조건이 기재되어 있는지 확인해야 합니다. 4) 양도은행이 양도를 허용하면 신용장에 양도통지서를 첨부해 생산업자에게 원본을 보내므로 기재된 내용이 무역업자와 계약한대로인지 확인해야 합니다. ※ 양도가능신용장(Transferable credit)이란 신용장에 “양도가능”이라고 기재되어 있는 신용장을 말합니다. ※ 양도은행이란 수익자가 신용장 양도절차를 신청할 수 있는 은행은 개설은행으로부터 양도은행으로 지정된 은행을 말합니다. ☞ 신용장 양도는 조건의 변경이 원칙적으로 불가능합니다. 다만, 다음의 경우에는 신용장 조건변경이 허용됩니다. 원신용장의 기재금액 및 단가의 감액: 수익자는 신용장에 기재되어..."
